7|2.5.6,2|7.2.5.6,0.9740698985343855
7|2.5.6,5|7.2,0.02593010146561443
10|2.5.7,9|10.2.5.7,0.967741935483871
10|2.5.7,8|10,0.03225806451612903
2|7.5.1,1|2.7.5.1,0.3333333333333333
2|7.5.1,9|2,0.3333333333333333
2|7.5.1,5|2.7,0.3333333333333333
10|9.10.1,8|10,0.5652173913043478
10|9.10.1,9|10,0.43478260869565216
10|2.5.0,8|10,1.0
10|2.7.0,8|10,1.0
9|10.9.8,4|,1.0
5|2.5.1.7,9|5,0.2222222222222222
5|2.5.1.7,2|5.2.5.1,0.6666666666666666
5|2.5.1.7,10|5,0.1111111111111111
5|1.2.7.2,2|5.1.2.7.2,0.9090909090909091
5|1.2.7.2,1|5,0.04383116883116883
5|1.2.7.2,9|5,0.03814935064935065
5|1.2.7.2,10|5,0.007711038961038961
5|1.2.7.2,8|5,0.0012175324675324675
5|1.2.1.2,2|5.1.2.1.2,0.6086956521739131
5|1.2.1.2,1|5,0.17391304347826086
5|1.2.1.2,10|5,0.08695652173913043
5|1.2.1.2,9|5,0.13043478260869565
5|2.7.1.2,2|5.2.7.1.2,0.9476744186046512
5|2.7.1.2,1|5.2.7,0.040697674418604654
5|2.7.1.2,9|5,0.005813953488372093
5|2.7.1.2,10|5,0.005813953488372093
2|5.2.7.2,12|,0.00016090104585679806
2|5.2.7.2,13|,0.00016090104585679806
2|5.2.7.2,5|2.5.2.7.2,0.004022526146419952
2|5.2.7.2,1|2.5.2.7.2,0.7348350764279968
2|5.2.7.2,9|2,0.20643604183427192
2|5.2.7.2,10|2,0.04296057924376508
2|5.2.7.2,8|2,0.011423974255832662
5|2.5.2.1,2|5.2.5.2.1,0.375
5|2.5.2.1,1|5,0.5
5|2.5.2.1,7|5,0.125
2|7.2.1.2,5|2.7.2.1.2,0.4
2|7.2.1.2,1|2.7.2.1.2,0.6
7|2.5.1.2,2|7.2.5.1.2,0.6205787781350482
7|2.5.1.2,5|7.2,0.3022508038585209
7|2.5.1.2,10|7,0.00964630225080386
7|2.5.1.2,9|7,0.01607717041800643
7|2.5.1.2,1|7,0.05144694533762058
2|7.2.5.2,13|,0.00016302575806977502
2|7.2.5.2,5|2.7.2.5.2,0.0019563090968373
2|7.2.5.2,1|2.7.2.5.2,0.7344310401043365
2|7.2.5.2,9|2,0.20215194000652104
2|7.2.5.2,10|2,0.046625366807955655
2|7.2.5.2,8|2,0.014672318226279752
5|1.2.0.2,8|5,1.0
2|5.7.2.1,1|2.5.7.2.1,1.0
2|5.1.2.1,1|2.5.1.2.1,0.04938271604938271
2|5.1.2.1,5|2.5.1.2,0.5432098765432098
2|5.1.2.1,7|2.5.1.2,0.37037037037037035
2|5.1.2.1,9|2,0.037037037037037035
1|2.5.2.1,5|1.2.5.2.1,0.8
1|2.5.2.1,7|1.2.5.2,0.2
1|2.5.2.6,5|1.2.5.2.6,0.75
1|2.5.2.6,7|1.2.5.2,0.25
1|7.2.5.2,5|1.7.2.5.2,0.018867924528301886
1|7.2.5.2,9|1,0.7547169811320755
1|7.2.5.2,8|1,0.04716981132075472
1|7.2.5.2,10|1,0.1792452830188679
5|2.7.2.1,2|5.2.7.2.1,0.7894736842105263
5|2.7.2.1,1|5.2.7,0.10526315789473684
5|2.7.2.1,9|5,0.02631578947368421
5|2.7.2.1,8|5,0.02631578947368421
5|2.7.2.1,10|5,0.05263157894736842
7|2.5.1.13,2|7.2.5.1.13,1.0
2|7.2.5.1,5|2.7.2.5.1,0.6970158343483557
2|7.2.5.1,1|2.7.2.5.1,0.24908647990255786
2|7.2.5.1,9|2,0.040499390986601706
2|7.2.5.1,10|2,0.010048721071863581
2|7.2.5.1,8|2,0.0033495736906211937
5|2.7.2.0,2|5.2.7.2.0,0.9148936170212766
5|2.7.2.0,1|5.2.7,0.0851063829787234
5|2.7.0.1,2|5.2.7.0.1,1.0
7|0.2.5.1,2|7.0.2.5.1,1.0
5|2.7.0.Start,2|5.2.7.0.Start,1.0
2|7.1.0.2,5|2.7.1.0.2,0.5
2|7.1.0.2,8|2,0.5
2|5.2.5.7,1|2.5.2.5,0.6908023483365949
2|5.2.5.7,9|2,0.25244618395303325
2|5.2.5.7,10|2,0.04892367906066536
2|5.2.5.7,8|2,0.007827788649706457
5|7.1.2.1,2|5.7.1.2.1,1.0
2|5.2.5.0,1|2.5.2.5.0,0.03544026306174644
2|5.2.5.0,7|2.5.2,0.9630982827913774
2|5.2.5.0,0|2,0.0014614541468761417
5|2.5.0.Start,2|5.2.5.0.Start,1.0
2|5.2.7.1,5|2.5.2.7.1,0.6982434127979925
2|5.2.7.1,1|2.5.2.7.1,0.2625470514429109
2|5.2.7.1,8|2,0.00219573400250941
2|5.2.7.1,9|2,0.03136762860727729
2|5.2.7.1,10|2,0.0056461731493099125
2|5.2.5.2,12|,0.00015673981191222572
2|5.2.5.2,13|,0.00031347962382445143
2|5.2.5.2,7|2.5.2.5.2,0.006739811912225706
2|5.2.5.2,1|2.5.2.5.2,0.7478056426332288
2|5.2.5.2,9|2,0.19247648902821315
2|5.2.5.2,10|2,0.04059561128526646
2|5.2.5.2,8|2,0.011912225705329153
5|2.5.2.0,2|5.2.5.2.0,0.9375
5|2.5.2.0,7|5,0.0625
5|2.5.2.6,2|5.2.5.2.6,1.0
5|2.5.1.0,2|5.2.5.1.0,1.0
2|5.1.2.7,5|2.5.1.2.7,0.45615227736233854
2|5.1.2.7,1|2.5,0.34511670065714933
2|5.1.2.7,9|2,0.16270111035576706
2|5.1.2.7,10|2,0.03149784726943122
2|5.1.2.7,8|2,0.004532064355313846
1|2.7.0.1,5|1.2.7.0.1,1.0
2|5.1.2.0,5|2.5.1.2.0,0.5217391304347826
2|5.1.2.0,7|2.5.1.2.0,0.47101449275362317
2|5.1.2.0,1|2.5,0.007246376811594203
2|5.2.5.6,1|2.5.2.5.6,0.01062959934587081
2|5.2.5.6,7|2.5.2,0.9869174161896974
2|5.2.5.6,0|2,0.0024529844644317253
2|5.6.0.2,5|2.5.6.0.2,1.0
2|5.0.6.1,0|2,1.0
2|5.7.2.0,1|2.5,0.2
2|5.7.2.0,5|2.5.7,0.8
2|5.7.2.6,5|2.5.7,0.8823529411764706
2|5.7.2.6,1|2.5,0.11764705882352941
5|1.2.7.1,2|5.1.2.7.1,0.993006993006993
5|1.2.7.1,9|5,0.006993006993006993
1|2.7.1.2,5|1.2.7.1.2,0.2871287128712871
1|2.7.1.2,9|1,0.44554455445544555
1|2.7.1.2,10|1,0.25742574257425743
1|2.7.1.2,8|1,0.009900990099009901
5|1.2.7.0,2|5.1.2.7.0,0.9936993699369937
5|1.2.7.0,1|5.1.2.7.0,0.0054005400540054005
5|1.2.7.0,9|5,0.0009000900090009
1|2.7.0.2,5|1.2.7.0.2,0.1111111111111111
1|2.7.0.2,10|1.2.7.0,0.1111111111111111
1|2.7.0.2,6|1,0.3333333333333333
1|2.7.0.2,8|1,0.4444444444444444
5|1.2.7.6,2|5.1.2.7.6,0.9944598337950139
5|1.2.7.6,1|5,0.00554016620498615
1|2.7.2.1,5|1.2.7.2.1,1.0
1|2.5.1.0,5|1.2.5.1.0,0.5564516129032258
1|2.5.1.0,7|1.2,0.43548387096774194
1|2.5.1.0,2|1.2,0.008064516129032258
2|5.1.2.5,7|2.5.1.2,0.08209570957095709
2|5.1.2.5,1|2.5,0.5627062706270627
2|5.1.2.5,10|2,0.052805280528052806
2|5.1.2.5,9|2,0.29414191419141916
2|5.1.2.5,8|2,0.00825082508250825
5|1.2.5.0,2|5.1.2.5.0,1.0
1|2.5.0.2,5|1.2.5.0.2,0.375
1|2.5.0.2,6|1,0.5
1|2.5.0.2,8|1,0.125
5|1.2.5.6,2|5.1.2.5.6,1.0
2|5.1.6.1,8|2,1.0
1|2.5.2.0,7|1.2.5.2.0,0.625
1|2.5.2.0,5|1.2.5.2,0.375
7|1.2.5.2,2|7.1.2.5.2,0.8963414634146342
7|1.2.5.2,5|7,0.04878048780487805
7|1.2.5.2,9|7,0.024390243902439025
7|1.2.5.2,1|7,0.03048780487804878
2|7.0.6.1,0|2.7,1.0
7|2.5.2.1,2|7.2.5.2.1,0.9583333333333334
7|2.5.2.1,1|7.2.5.2,0.041666666666666664
2|5.2.5.1,7|2.5.2.5.1,0.556910569105691
2|5.2.5.1,9|2,0.13486370157819225
2|5.2.5.1,10|2,0.027977044476327116
2|5.2.5.1,1|2.5.2.5,0.2699665231946437
2|5.2.5.1,0|2,0.0009564801530368245
2|5.2.5.1,8|2,0.009325681492109038
7|5.1.2.0,1|7,1.0
5|2.5.1.2,2|5.2.5.1.2,0.8941231343283582
5|2.5.1.2,1|5,0.06529850746268656
5|2.5.1.2,9|5,0.029850746268656716
5|2.5.1.2,10|5,0.006063432835820896
5|2.5.1.2,8|5,0.0018656716417910447
5|2.5.1.2,7|5,0.002798507462686567
7|2.5.2.0,2|7.2.5.2.0,0.5
7|2.5.2.0,5|7.2,0.47058823529411764
7|2.5.2.0,1|7.2.5.2,0.029411764705882353
2|5.2.1.2,7|2.5.2.1.2,0.07692307692307693
2|5.2.1.2,1|2.5.2.1,0.6153846153846154
2|5.2.1.2,5|2.5.2.1,0.3076923076923077
2|5.1.2.6,7|2.5.1.2.6,0.53125
2|5.1.2.6,5|2.5.1.2,0.46875
5|1.2.5.2,2|5.1.2.5.2,0.9037004012483282
5|1.2.5.2,9|5,0.03566651805617477
5|1.2.5.2,7|5.1,0.0013374944271065537
5|1.2.5.2,1|5,0.0521622826571556
5|1.2.5.2,10|5,0.00490414623272403
5|1.2.5.2,8|5,0.002229157378510923
1|2.7.2.6,5|1.2.7.2.6,1.0
2|5.2.7.0,1|2.5.2.7.0,0.2835708927231808
2|5.2.7.0,5|2.5.2,0.714178544636159
2|5.2.7.0,0|2,0.001250312578144536
2|5.2.7.0,8|2,0.0007501875468867217
2|5.2.7.0,10|2,0.00025006251562890725
5|2.7.0.2,2|5.2.7.0.2,0.9090909090909091
5|2.7.0.2,8|5,0.09090909090909091
2|5.2.7.6,1|2.5.2.7.6,0.25143513203214696
2|5.2.7.6,5|2.5.2,0.748564867967853
1|2.5.2.5,9|1,0.7722772277227723
1|2.5.2.5,8|1,0.04651893760804652
1|2.5.2.5,10|1,0.15668709728115668
1|2.5.2.5,7|1.2.5.2,0.02435957881502436
1|2.5.2.5,6|1,0.00015715857300015716
5|2.5.1.6,2|5.2.5.1.6,1.0
2|5.7.1.0,1|2.5.7.1.0,0.22058823529411764
2|5.7.1.0,5|2.5.7,0.7696078431372549
2|5.7.1.0,9|2,0.00980392156862745
1|2.5.7.0,5|1.2.5,0.8431372549019608
1|2.5.7.0,9|1,0.0392156862745098
1|2.5.7.0,8|1,0.0392156862745098
1|2.5.7.0,10|1,0.0784313725490196
2|5.7.0.2,1|2.5.7.0.2,1.0
1|2.5.7.6,10|1,0.07692307692307693
1|2.5.7.6,5|1.2.5,0.9230769230769231
1|2.5.1.6,8|1,0.25
1|2.5.1.6,7|1.2,0.5
1|2.5.1.6,5|1.2.5,0.25
2|7.2.5.0,1|2.7.2.5.0,0.2969384990517475
2|7.2.5.0,5|2.7.2,0.7030615009482525
7|2.5.0.2,2|7.2.5.0.2,1.0
2|7.2.5.6,1|2.7.2.5.6,0.25983796296296297
2|7.2.5.6,5|2.7.2,0.7401620370370371
7|2.5.2.6,2|7.2.5.2.6,0.6842105263157895
7|2.5.2.6,5|7.2,0.3157894736842105
1|2.7.2.0,5|1.2.7.2,1.0
9|10.2.5.7,8|9.10.2.5.7,1.0
1|2.7.5.1,10|1.2.7.5.1,0.5
1|2.7.5.1,9|1,0.5
10|1.2.7.0,8|10,1.0
2|5.1.2.7.2,5|2.5.1.2.7.2,0.029017857142857144
2|5.1.2.7.2,1|2.5.1.2.7.2,0.60625
2|5.1.2.7.2,9|2,0.29910714285714285
2|5.1.2.7.2,10|2,0.05803571428571429
2|5.1.2.7.2,8|2,0.007589285714285714
2|5.1.2.1.2,5|2.5.1.2.1.2,0.5
2|5.1.2.1.2,1|2.5.1.2.1,0.2857142857142857
2|5.1.2.1.2,9|2,0.21428571428571427
2|5.2.7.1.2,5|2.5.2.7.1.2,0.012269938650306749
2|5.2.7.1.2,1|2.5.2.7.1.2,0.50920245398773
2|5.2.7.1.2,9|2,0.3987730061349693
2|5.2.7.1.2,10|2,0.06134969325153374
2|5.2.7.1.2,8|2,0.018404907975460124
5|2.5.2.7.2,1|5,0.64
5|2.5.2.7.2,9|5,0.28
5|2.5.2.7.2,8|5,0.04
5|2.5.2.7.2,10|5,0.04
5|2.7.2.1.2,10|5,0.5
5|2.7.2.1.2,9|5,0.5
2|7.2.5.1.2,5|2.7.2.5.1.2,0.031088082901554404
2|7.2.5.1.2,1|2.7.2.5.1.2,0.40932642487046633
2|7.2.5.1.2,10|2,0.08808290155440414
2|7.2.5.1.2,9|2,0.44559585492227977
2|7.2.5.1.2,8|2,0.025906735751295335
5|2.7.2.5.2,1|5.2.7,0.5
5|2.7.2.5.2,9|5,0.5
1|2.7.2.5.2,13|,0.00022197558268590456
1|2.7.2.5.2,5|1.2.7.2.5.2,0.01553829078801332
1|2.7.2.5.2,9|1,0.7784683684794672
1|2.7.2.5.2,8|1,0.04972253052164262
1|2.7.2.5.2,10|1,0.15604883462819089
1|2.7.2.1.2,5|1.2.7.2.1.2,1.0
1|2.5.7.2.1,5|1.2.5.7.2.1,1.0
1|2.5.1.2.1,5|1.2.5.1.2.1,0.25
1|2.5.1.2.1,10|1,0.25
1|2.5.1.2.1,9|1,0.5
5|1.2.5.2.1,2|5.1.2.5.2.1,0.25
5|1.2.5.2.1,1|5,0.16666666666666666
5|1.2.5.2.1,9|5,0.4166666666666667
5|1.2.5.2.1,10|5,0.08333333333333333
5|1.2.5.2.1,7|5.1,0.08333333333333333
1|2.5.2.7.2,13|,0.0002189621195533173
1|2.5.2.7.2,5|1.2.5.2.7.2,0.011386030216772498
1|2.5.2.7.2,8|1,0.04992336325815634
1|2.5.2.7.2,9|1,0.7873877819137289
1|2.5.2.7.2,10|1,0.15108386249178893
5|1.2.5.2.6,2|5.1.2.5.2,0.3333333333333333
5|1.2.5.2.6,7|5.1,0.6666666666666666
5|1.7.2.5.2,8|5,0.5
5|1.7.2.5.2,2|5.1.7,0.5
2|5.2.7.2.1,1|2.5.2.7.2,0.4666666666666667
2|5.2.7.2.1,5|2.5.2.7.2,0.5
2|5.2.7.2.1,9|2,0.03333333333333333
2|7.2.5.1.13,5|2.7.2.5.1.13,1.0
5|2.7.2.5.1,2|5.2.7.2.5.1,0.9864569681083443
5|2.7.2.5.1,9|5,0.009174311926605505
5|2.7.2.5.1,1|5.2.7,0.0017474879860200961
5|2.7.2.5.1,10|5,0.00218435998252512
5|2.7.2.5.1,8|5,0.00043687199650502403
2|5.2.7.2.0,1|2.5.2.7.2,0.7906976744186046
2|5.2.7.2.0,5|2.5.2.7.2,0.20930232558139536
2|5.2.7.0.1,5|2.5.2.7.0.1,0.375
2|5.2.7.0.1,0|2,0.375
2|5.2.7.0.1,8|2,0.125
2|5.2.7.0.1,1|2.5.2.7.0,0.125
2|7.0.2.5.1,5|2.7.0.2.5.1,0.6
2|7.0.2.5.1,0|2.7,0.4
2|5.2.7.0.Start,0|2,1.0
5|2.7.1.0.2,2|5.2.7.1.0.2,1.0
2|5.7.1.2.1,5|2.5.7.1.2.1,0.8275862068965517
2|5.7.1.2.1,9|2,0.10344827586206896
2|5.7.1.2.1,1|2.5,0.06896551724137931
2|5.2.5.0.Start,0|2,1.0
5|2.5.2.7.1,2|5.2.5.2.7.1,0.9856244384546271
5|2.5.2.7.1,9|5,0.009433962264150943
5|2.5.2.7.1,10|5,0.0022461814914645105
5|2.5.2.7.1,1|5,0.0026954177897574125
2|5.2.5.2.1,1|2.5.2.5.2,0.3333333333333333
2|5.2.5.2.1,7|2.5.2.5.2,0.6666666666666666
2|5.2.5.2.0,1|2.5.2.5.2.0,0.06666666666666667
2|5.2.5.2.0,7|2.5.2.5.2,0.9333333333333333
2|5.2.5.2.6,1|2.5.2.5.2.6,0.13333333333333333
2|5.2.5.2.6,7|2.5.2.5.2,0.8666666666666667
2|5.2.5.1.0,1|2.5.2.5.1.0,0.018336314847942754
2|5.2.5.1.0,7|2.5.2.5.1,0.9798747763864043
2|5.2.5.1.0,0|2,0.0017889087656529517
5|2.5.1.2.7,2|5.2.5.1.2.7,0.8936910084451068
5|2.5.1.2.7,1|5,0.06756085444610035
5|2.5.1.2.7,9|5,0.030799801291604572
5|2.5.1.2.7,10|5,0.005961251862891207
5|2.5.1.2.7,8|5,0.001987083954297069
5|1.2.7.0.1,2|5.1.2.7.0.1,1.0
5|2.5.1.2.0,2|5.2.5.1.2.0,0.9583333333333334
5|2.5.1.2.0,7|5,0.041666666666666664
5|2.5.6.0.2,2|5.2.5.6.0.2,1.0
2|5.1.2.7.1,5|2.5.1.2.7,0.8915492957746479
2|5.1.2.7.1,9|2,0.05352112676056338
2|5.1.2.7.1,1|2.5,0.04225352112676056
2|5.1.2.7.1,10|2,0.011267605633802818
2|5.1.2.7.1,8|2,0.0014084507042253522
5|1.2.7.1.2,2|5.1.2.7.1.2,0.9310344827586207
5|1.2.7.1.2,9|5,0.06896551724137931
2|5.1.2.7.0,5|2.5.1.2.7,0.8985507246376812
2|5.1.2.7.0,1|2.5,0.08967391304347826
2|5.1.2.7.0,8|2,0.0018115942028985507
2|5.1.2.7.0,9|2,0.009057971014492754
2|5.1.2.7.0,10|2,0.0009057971014492754
5|1.2.7.0.2,2|5.1.2.7.0.2,1.0
2|5.1.2.7.6,5|2.5.1.2.7,0.8997214484679665
2|5.1.2.7.6,1|2.5,0.10027855153203342
1|2.7.2.5.1,5|1.2.7.2.5.1,0.8740831295843521
1|2.7.2.5.1,9|1,0.0745721271393643
1|2.7.2.5.1,8|1,0.0024449877750611247
1|2.7.2.5.1,10|1,0.04523227383863081
1|2.7.2.5.1,2|1.2.7,0.003667481662591687
5|1.2.7.2.1,2|5.1.2.7.2.1,0.9135802469135802
5|1.2.7.2.1,10|5,0.012345679012345678
5|1.2.7.2.1,9|5,0.07407407407407407
5|1.2.5.1.0,2|5.1.2.5.1.0,1.0
2|5.1.2.5.0,1|2.5.1.2.5.0,0.03225806451612903
2|5.1.2.5.0,7|2.5.1.2,0.9516129032258065
2|5.1.2.5.0,8|2,0.016129032258064516
5|1.2.5.0.2,2|5.1.2.5.0.2,1.0
2|5.1.2.5.6,7|2.5.1.2,1.0
1|2.5.2.7.1,5|1.2.5.2.7.1,0.8637992831541219
1|2.5.2.7.1,10|1,0.03225806451612903
1|2.5.2.7.1,9|1,0.0955794504181601
1|2.5.2.7.1,8|1,0.005973715651135006
1|2.5.2.7.1,2|1.2,0.0023894862604540022
7|1.2.5.2.0,2|7.1.2.5.2.0,0.2
7|1.2.5.2.0,5|7,0.8
2|7.1.2.5.2,1|2.7.1.2,0.4557823129251701
2|7.1.2.5.2,9|2,0.35374149659863946
2|7.1.2.5.2,10|2,0.09523809523809523
2|7.1.2.5.2,8|2,0.08843537414965986
2|7.1.2.5.2,5|2.7.1.2,0.006802721088435374
7|2.5.1.2.0,2|7.2.5.1.2.0,0.06153846153846154
7|2.5.1.2.0,5|7.2,0.8461538461538461
7|2.5.1.2.0,1|7,0.09230769230769231
2|7.2.5.2.1,1|2.7.2.5.2.1,0.6086956521739131
2|7.2.5.2.1,5|2.7.2.5.2,0.391304347826087
7|2.5.2.5.1,2|7.2.5.2.5.1,0.948905109489051
7|2.5.2.5.1,1|7.2.5.2,0.025332760841562902
7|2.5.2.5.1,9|7,0.019321597252039503
7|2.5.2.5.1,8|7,0.0017174753112924003
7|2.5.2.5.1,10|7,0.0047230571060541005
2|5.2.5.1.2,7|2.5.2.5.1.2,0.06103286384976526
2|5.2.5.1.2,1|2.5.2.5,0.564945226917058
2|5.2.5.1.2,9|2,0.2931664058424622
2|5.2.5.1.2,8|2,0.02034428794992175
2|5.2.5.1.2,10|2,0.0605112154407929
7|2.5.2.5.2,1|7.2.5.2,0.9767441860465116
7|2.5.2.5.2,10|7,0.023255813953488372
7|2.5.2.1.2,1|7.2.5.2,1.0
7|2.5.1.2.6,5|7.2,0.9411764705882353
7|2.5.1.2.6,1|7,0.058823529411764705
2|5.1.2.5.2,7|2.5.1.2.5.2,0.0029600394671928957
2|5.1.2.5.2,1|2.5.1.2.5.2,0.6230883078441046
2|5.1.2.5.2,9|2,0.3147508633448446
2|5.1.2.5.2,10|2,0.05180069067587568
2|5.1.2.5.2,8|2,0.00740009866798224
1|2.5.2.5.2,7|1.2.5.2.5.2,0.0010479983232026828
1|2.5.2.5.2,10|1,0.1553133514986376
1|2.5.2.5.2,9|1,0.7962691259693985
1|2.5.2.5.2,8|1,0.04736952420876127
1|5.1.2.7.0,9|1,0.3333333333333333
1|5.1.2.7.0,5|1.5,0.6666666666666666
5|1.2.7.2.6,1|5.1.2.7.2.6,0.045454545454545456
5|1.2.7.2.6,2|5.1.2.7.2,0.9318181818181818
5|1.2.7.2.6,9|5,0.022727272727272728
1|2.5.2.7.0,5|1.2.5.2,0.9188712522045855
1|2.5.2.7.0,9|1,0.048500881834215165
1|2.5.2.7.0,10|1,0.021164021164021163
1|2.5.2.7.0,2|1.2,0.0026455026455026454
1|2.5.2.7.0,8|1,0.008818342151675485
2|5.2.7.0.2,1|2.5.2.7.0.2,0.7
2|5.2.7.0.2,8|2,0.2
2|5.2.7.0.2,10|2,0.1
1|2.5.2.7.6,5|1.2.5.2,0.9315068493150684
1|2.5.2.7.6,9|1,0.0319634703196347
1|2.5.2.7.6,10|1,0.02054794520547945
1|2.5.2.7.6,8|1,0.00684931506849315
1|2.5.2.7.6,2|1.2,0.0091324200913242
1|2.5.2.5.6,7|1.2.5.2,0.8461538461538461
1|2.5.2.5.6,8|1,0.15384615384615385
2|5.2.5.1.6,1|2.5.2.5.1.6,0.08695652173913043
2|5.2.5.1.6,7|2.5.2.5.1,0.9130434782608695
1|2.5.2.5.0,7|1.2.5.2,0.9896907216494846
1|2.5.2.5.0,6|1,0.010309278350515464
1|2.5.7.1.0,5|1.2.5,0.9555555555555556
1|2.5.7.1.0,9|1,0.022222222222222223
1|2.5.7.1.0,10|1,0.022222222222222223
1|2.5.7.0.2,8|1,1.0
1|2.7.2.5.0,11|,0.0009124087591240876
1|2.7.2.5.0,5|1.2.7.2,0.9242700729927007
1|2.7.2.5.0,8|1,0.008211678832116789
1|2.7.2.5.0,10|1,0.023722627737226276
1|2.7.2.5.0,9|1,0.040145985401459854
1|2.7.2.5.0,2|1.2.7,0.002737226277372263
2|7.2.5.0.2,1|2.7.2.5.0.2,1.0
1|2.7.2.5.6,5|1.2.7.2,0.9376391982182628
1|2.7.2.5.6,9|1,0.0467706013363029
1|2.7.2.5.6,10|1,0.013363028953229399
1|2.7.2.5.6,8|1,0.0022271714922048997
2|7.2.5.2.6,1|2.7.2.5.2.6,0.9615384615384616
2|7.2.5.2.6,5|2.7.2.5.2,0.038461538461538464
2|7.2.5.2.0,1|2.7.2.5.2.0,0.9411764705882353
2|7.2.5.2.0,5|2.7.2.5.2,0.058823529411764705
8|9.10.2.5.7,4|,0.03333333333333333
8|9.10.2.5.7,9|8.9.10.2.5.7,0.6
8|9.10.2.5.7,10|8,0.36666666666666664
10|1.2.7.5.1,8|10,1.0
5|2.5.1.2.7.2,9|5,0.26153846153846155
5|2.5.1.2.7.2,1|5,0.676923076923077
5|2.5.1.2.7.2,10|5,0.046153846153846156
5|2.5.1.2.7.2,8|5,0.015384615384615385
5|2.5.1.2.1.2,1|5,0.5714285714285714
5|2.5.1.2.1.2,9|5,0.2857142857142857
5|2.5.1.2.1.2,10|5,0.14285714285714285
5|2.5.2.7.1.2,1|5,1.0
5|2.7.2.5.1.2,9|5,0.6666666666666666
5|2.7.2.5.1.2,10|5,0.16666666666666666
5|2.7.2.5.1.2,1|5.2.7,0.16666666666666666
5|1.2.7.2.5.2,1|5,0.5142857142857142
5|1.2.7.2.5.2,9|5,0.34285714285714286
5|1.2.7.2.5.2,10|5,0.12857142857142856
5|1.2.7.2.5.2,8|5,0.014285714285714285
5|1.2.7.2.1.2,9|5,1.0
5|1.2.5.7.2.1,9|5,1.0
1|2.5.1.2.7.2,5|1.2.5.1.2.7.2,0.0022091310751104565
1|2.5.1.2.7.2,9|1,0.8063328424153167
1|2.5.1.2.7.2,10|1,0.1715758468335788
1|2.5.1.2.7.2,8|1,0.019882179675994108
5|1.2.5.1.2.1,10|5,1.0
5|1.2.5.2.7.2,1|5,0.5192307692307693
5|1.2.5.2.7.2,9|5,0.40384615384615385
5|1.2.5.2.7.2,10|5,0.057692307692307696
5|1.2.5.2.7.2,8|5,0.019230769230769232
5|2.7.2.5.1.13,2|5.2.7.2.5.1.13,1.0
2|5.2.7.2.5.1,12|,0.0004428697962798937
2|5.2.7.2.5.1,1|2.5.2.7.2,0.2821080602302923
2|5.2.7.2.5.1,9|2,0.5677590788308238
2|5.2.7.2.5.1,10|2,0.11824623560673161
2|5.2.7.2.5.1,8|2,0.031443755535872454
5|2.7.0.2.5.1,2|5.2.7.0.2.5.1,0.6666666666666666
5|2.7.0.2.5.1,8|5,0.3333333333333333
2|5.2.7.1.0.2,8|2,1.0
5|2.5.7.1.2.1,2|5.2.5.7.1.2.1,1.0
2|5.2.5.2.7.1,12|,0.00045578851412944393
2|5.2.5.2.7.1,1|2.5.2.5.2,0.288514129443938
2|5.2.5.2.7.1,9|2,0.5597082953509571
2|5.2.5.2.7.1,10|2,0.11804922515952598
2|5.2.5.2.7.1,8|2,0.033272561531449404
5|2.5.2.7.0.1,2|5.2.5.2.7.0.1,1.0
2|5.2.5.1.2.7,1|2.5.2.5,0.6014452473596442
2|5.2.5.1.2.7,9|2,0.3123957754307949
2|5.2.5.1.2.7,10|2,0.06448026681489717
2|5.2.5.1.2.7,8|2,0.0216787103946637
2|5.1.2.7.0.1,5|2.5.1.2.7.0.1,1.0
2|5.2.5.1.2.0,7|2.5.2.5.1.2,0.9855072463768116
2|5.2.5.1.2.0,1|2.5.2.5,0.014492753623188406
2|5.2.5.6.0.2,1|2.5.2.5.6,1.0
2|5.1.2.7.1.2,10|2,0.18518518518518517
2|5.1.2.7.1.2,1|2.5,0.25925925925925924
2|5.1.2.7.1.2,9|2,0.48148148148148145
2|5.1.2.7.1.2,5|2.5.1.2.7,0.037037037037037035
2|5.1.2.7.1.2,8|2,0.037037037037037035
2|5.1.2.7.0.2,8|2,1.0
5|1.2.7.2.5.1,2|5.1.2.7.2.5.1,0.9468531468531468
5|1.2.7.2.5.1,9|5,0.04195804195804196
5|1.2.7.2.5.1,10|5,0.011188811188811189
2|5.1.2.7.2.1,5|2.5.1.2.7.2,0.2972972972972973
2|5.1.2.7.2.1,9|2,0.5
2|5.1.2.7.2.1,10|2,0.12162162162162163
2|5.1.2.7.2.1,1|2.5.1.2.7.2,0.06756756756756757
2|5.1.2.7.2.1,8|2,0.013513513513513514
2|5.1.2.5.1.0,1|2.5.1.2.5.1.0,0.043478260869565216
2|5.1.2.5.1.0,7|2.5.1.2,0.9565217391304348
2|5.1.2.5.0.2,8|2,0.6666666666666666
2|5.1.2.5.0.2,1|2.5.1.2.5.0,0.3333333333333333
5|1.2.5.2.7.1,2|5.1.2.5.2.7.1,0.946058091286307
5|1.2.5.2.7.1,9|5,0.048409405255878286
5|1.2.5.2.7.1,10|5,0.004149377593360996
5|1.2.5.2.7.1,1|5,0.0013831258644536654
2|5.1.2.5.2.1,7|2.5.1.2.5.2,1.0
2|7.1.2.5.2.0,5|2.7.1.2,1.0
2|7.2.5.1.2.0,5|2.7.2.5.1.2,0.75
2|7.2.5.1.2.0,1|2.7.2.5.1.2,0.25
2|7.2.5.2.5.1,9|2,0.5610859728506787
